Gender,Age,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating
female,17,5,2,1,2,3,5,2,1,1,3,2,3,3,1,2,4,1,5,5,5,5,2,1,5,5,3,1,3,3,2,2,2,1,4,,4,3,1,2,3,4,1,1,3,2,1,5,1,1,1,4,5,1,3,5,1,3,5,5,5,1,5,4,1,5,2,3,3,5,2,5,5,5,5,5
male,20,4,2,2,1,1,4,4,3,3,2,3,1,1,3,1,2,1,3,3,4,2,5,3,2,5,2,3,5,2,2,1,2,2,5,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,3,1,1,1,5,1,5,3,3,1,1,1,3,1,1,1,2,3,3,4,3,3,4,3
female,16,3,2,4,5,3,5,5,2,4,1,4,4,4,5,3,1,3,4,4,5,5,2,3,5,5,4,2,3,3,3,2,5,4,5,3,2,5,5,4,4,5,5,2,2,2,3,5,3,4,1,5,5,4,4,5,3,3,5,4,5,1,2,4,2,5,5,2,2,3,4,5,3,4,4,3
male,19,2,1,3,2,1,2,5,5,1,1,1,1,5,1,2,1,2,2,5,5,3,3,5,3,2,5,5,4,1,1,1,1,5,5,3,1,5,5,1,2,3,5,1,3,1,1,5,1,1,1,5,1,3,1,1,2,1,5,5,2,3,3,3,3,3,1,1,1,2,3,4,3,4,2,3
female,18,3,1,2,3,2,4,2,1,1,4,2,2,3,5,2,1,3,4,4,5,4,2,2,2,2,3,2,2,4,4,4,2,2,2,2,4,2,2,5,4,5,2,4,3,4,2,2,2,4,3,1,3,2,2,4,2,5,5,3,3,2,1,3,2,3,3,2,2,3,3,4,3,3,2,4
female,20,3,3,2,4,4,4,4,2,3,3,2,2,2,3,2,3,4,1,4,4,5,3,4,5,5,3,2,3,3,4,4,4,4,4,3,4,5,2,5,3,4,3,3,3,4,5,5,3,5,4,1,4,3,4,5,4,5,5,1,4,1,1,3,3,3,5,5,3,4,2,5,4,5,4,4
male,19,2,1,3,1,2,4,3,1,1,5,2,1,2,1,3,2,1,2,4,5,3,3,4,5,5,2,2,4,4,2,4,4,2,5,5,4,1,1,3,3,4,2,4,4,1,1,3,1,1,2,5,5,1,3,3,3,,5,2,1,1,1,1,1,5,4,2,1,3,1,4,4,2,4,4
male,18,3,3,4,4,4,5,5,3,2,4,4,3,4,2,3,2,3,3,2,5,2,5,3,4,4,4,4,4,5,2,4,5,5,5,4,4,2,2,2,4,4,2,2,3,1,1,3,1,1,1,5,3,1,3,1,5,2,4,2,3,1,1,1,4,1,1,3,2,4,2,4,3,3,3,4
male,21,3,1,1,2,2,2,4,4,3,5,2,2,1,1,4,3,2,2,2,5,4,4,4,5,5,4,2,3,1,3,1,3,2,3,3,2,4,3,1,1,3,3,2,4,2,1,3,1,3,1,5,5,2,1,3,2,3,3,3,5,1,1,1,5,5,1,1,3,1,2,1,2,5,3,5
male,19,5,3,3,2,1,3,5,2,1,3,3,3,4,1,2,2,3,2,2,5,3,3,5,3,2,4,3,3,5,2,2,2,2,4,4,1,1,2,2,4,3,1,1,1,1,2,4,2,2,1,3,4,2,3,2,2,2,4,1,5,3,1,3,5,4,3,1,3,5,4,2,4,2,3,3
female,20,4,2,4,3,2,5,2,1,2,4,4,2,3,1,3,2,3,1,2,5,5,3,3,5,5,5,3,4,5,2,2,1,1,3,1,1,2,1,5,1,5,2,2,3,3,1,3,1,1,1,1,5,1,3,5,2,3,5,1,5,5,1,3,3,5,5,2,3,2,4,3,4,4,4,4
female,23,4,1,2,1,3,5,5,1,1,5,5,3,4,3,3,1,2,1,2,5,5,1,2,5,3,3,2,4,4,4,3,5,1,5,3,5,3,1,1,1,3,1,1,3,2,1,3,4,1,2,5,5,1,4,5,4,,4,,2,4,1,2,3,2,5,1,5,5,5,4,5,5,3,4
female,19,3,5,5,5,2,2,5,4,2,3,4,5,1,1,1,1,1,5,4,5,4,3,1,5,5,2,1,2,4,5,1,1,2,4,5,3,2,2,4,1,5,3,1,4,5,5,5,4,5,4,3,5,2,1,3,3,5,5,3,5,2,2,4,1,1,2,4,5,3,1,1,1,1,1,5
female,19,2,3,2,4,5,3,5,4,5,2,4,,4,3,4,2,4,2,5,2,3,4,3,3,3,4,3,4,5,4,1,1,,4,3,2,1,2,5,3,5,3,2,4,1,1,2,2,4,2,3,3,1,2,2,4,5,5,5,3,1,1,1,4,5,5,1,2,2,4,1,1,1,5,4
female,19,1,3,2,4,5,3,5,3,5,2,4,1,4,4,4,1,5,1,4,2,3,4,3,2,2,4,3,4,5,4,1,1,1,3,2,1,1,1,5,4,5,2,1,3,1,2,2,2,5,2,1,4,1,2,1,4,5,5,5,3,1,1,1,2,5,5,1,2,2,4,1,1,1,4,4
male,20,4,2,3,3,2,4,5,4,3,3,3,2,4,3,1,2,1,2,4,3,2,1,4,1,1,4,4,5,3,3,2,2,1,4,4,5,1,1,1,4,3,1,1,2,2,1,2,1,1,1,5,5,1,3,4,3,2,4,4,1,1,2,2,2,4,4,3,1,5,3,5,3,4,4,2
male,24,2,2,3,4,2,1,5,4,5,1,5,4,5,5,1,2,4,1,5,2,2,1,5,2,2,5,3,4,5,5,4,1,1,3,2,4,4,4,4,5,,4,4,5,4,4,5,1,3,2,4,3,1,1,3,2,3,4,5,1,1,1,1,1,1,1,1,3,1,1,3,3,4,2,4
male,19,2,1,2,2,2,4,4,2,2,3,3,1,1,1,1,3,1,5,5,5,2,5,4,3,3,3,4,5,1,1,2,5,2,5,5,1,1,1,1,2,4,1,2,3,1,1,1,1,1,1,4,3,1,3,2,,1,5,3,1,3,2,2,3,1,1,1,1,3,3,4,3,2,5,4
male,20,3,1,3,4,1,5,5,4,4,1,2,5,5,5,1,3,1,2,4,5,4,5,5,3,3,5,2,5,5,1,2,1,1,4,5,2,1,1,3,3,4,1,2,5,1,3,4,2,1,1,5,5,1,1,2,4,3,5,5,3,3,1,1,2,1,3,1,5,4,3,3,2,3,3,3
female,18,5,2,2,3,3,5,3,1,1,3,4,3,3,1,5,,3,5,5,,5,5,3,5,5,5,3,5,3,4,2,1,1,4,4,4,,2,5,5,5,4,2,4,1,1,,1,1,1,5,2,3,5,5,3,2,5,4,5,1,1,1,1,1,1,1,2,1,5,4,3,3,3,4
male,17,5,3,2,1,1,,2,4,2,3,2,1,2,3,1,5,1,5,5,3,3,3,5,5,5,4,5,5,4,3,4,4,3,5,4,3,4,2,3,3,2,3,3,5,2,1,5,1,2,1,3,5,3,3,3,3,2,3,5,5,1,1,1,2,2,2,1,5,3,3,2,3,3,3,1
female,19,3,3,2,4,3,5,5,3,3,4,3,3,3,2,4,1,2,1,4,5,3,1,3,5,5,5,2,5,4,4,2,2,1,5,2,2,5,4,5,4,5,5,1,2,2,1,5,4,2,1,3,3,3,1,5,3,3,5,3,5,3,5,5,4,5,5,4,2,5,3,5,3,4,2,4
female,19,5,5,5,5,5,5,5,3,3,2,2,5,5,3,5,2,5,1,2,5,5,3,2,5,5,3,3,2,2,5,1,5,3,3,3,3,5,5,5,2,3,5,2,2,3,5,5,5,5,3,2,5,3,1,3,3,3,5,2,3,2,4,1,3,2,3,2,1,5,1,2,3,3,4,3
male,20,2,2,2,2,2,2,4,2,5,1,4,2,3,4,2,4,2,3,3,4,3,5,4,3,5,5,1,4,3,3,3,1,3,5,5,5,1,1,1,2,4,1,1,4,2,3,5,1,1,1,1,1,1,1,3,5,1,2,2,1,1,1,1,1,1,1,1,1,3,2,3,2,2,2,4
male,20,2,1,1,1,1,5,3,1,1,2,1,1,1,1,1,1,1,2,4,5,4,5,3,4,4,1,3,5,5,4,3,1,1,4,2,1,1,1,1,5,4,1,1,5,1,1,4,1,1,1,5,4,1,3,1,3,,5,5,1,1,1,1,2,2,5,3,1,2,3,3,2,1,1,2
female,21,5,2,2,1,2,5,3,1,1,3,3,2,2,1,2,3,1,3,4,5,5,2,4,5,3,3,2,2,2,2,1,1,2,2,1,1,5,5,2,2,3,5,1,2,1,1,4,3,1,1,5,4,1,3,5,4,3,5,5,5,3,3,3,5,5,5,5,4,3,5,5,5,5,5,4
female,20,4,2,1,1,3,5,4,2,2,5,2,2,1,1,3,,1,1,2,5,5,2,1,5,5,3,1,3,2,1,1,3,2,5,2,1,5,5,4,2,3,3,1,3,1,1,3,1,1,1,5,5,2,2,3,2,4,3,1,1,3,2,2,3,5,4,3,5,5,5,1,1,1,2,2
female,20,,1,1,1,1,4,1,1,1,5,1,1,1,1,2,1,1,2,3,5,5,1,1,5,5,5,1,2,2,1,1,1,1,3,1,1,5,3,1,1,3,3,1,1,1,1,3,4,1,1,4,5,,3,3,2,2,4,1,5,3,4,5,4,5,2,2,1,2,3,2,3,1,1,1
female,17,2,3,3,4,2,3,5,4,3,1,3,4,4,5,3,1,1,5,5,5,3,1,3,4,4,4,1,2,3,5,4,5,4,5,4,5,5,5,5,4,5,5,3,4,5,4,4,2,4,3,5,3,2,1,2,3,4,5,5,4,3,2,2,1,1,1,1,1,4,4,3,1,1,3,5
female,20,5,,2,2,4,5,4,1,1,4,5,1,2,2,3,3,1,5,4,5,3,2,1,5,5,4,1,2,4,4,1,5,1,4,1,1,1,1,2,2,3,1,1,1,4,1,5,5,2,1,5,2,2,1,3,1,4,5,5,5,2,4,5,3,2,1,1,5,1,1,2,5,3,1,1
male,25,5,4,3,4,5,4,4,2,2,3,3,4,3,2,4,2,4,3,4,5,3,4,4,5,5,4,3,5,3,5,4,3,3,5,5,4,3,2,2,3,3,2,4,3,3,4,4,5,5,1,3,5,1,2,3,5,4,4,3,3,2,1,2,2,2,3,3,2,2,2,3,3,2,3,4
female,20,4,3,2,2,3,4,4,1,1,4,2,2,4,2,5,5,1,4,3,4,3,2,1,5,4,2,1,4,3,4,1,2,1,4,3,2,5,5,2,2,4,4,1,2,1,2,3,4,5,1,3,3,1,4,5,3,2,5,5,4,2,2,1,2,2,5,1,2,2,3,3,3,4,3,3
female,21,2,2,3,4,3,2,5,3,3,1,1,3,3,3,2,1,4,1,5,4,3,4,3,5,5,4,2,4,5,5,3,2,1,4,2,2,1,1,5,2,4,1,3,2,4,1,1,2,1,1,4,1,1,1,4,3,5,5,2,5,1,2,2,2,2,2,2,3,4,3,5,3,4,3,2
female,21,4,3,4,2,2,5,1,1,1,4,2,1,2,2,5,4,1,4,2,5,5,2,4,5,5,4,2,4,4,2,2,1,1,5,4,1,5,1,2,2,4,4,2,5,2,1,4,5,1,2,,5,1,5,5,2,2,5,4,5,3,5,5,5,5,5,5,5,5,4,4,4,5,5,5
male,22,2,2,2,3,4,3,5,3,4,3,3,3,3,5,1,2,3,5,5,5,4,2,1,4,4,5,1,5,1,2,2,5,2,5,5,2,1,1,1,4,3,1,1,2,2,1,2,1,2,1,1,4,1,1,2,5,3,5,3,1,2,1,1,3,2,4,2,3,4,3,4,4,4,5,4
female,19,3,1,1,2,3,3,5,5,3,4,4,4,4,5,2,1,1,1,1,3,3,1,1,4,4,2,1,1,2,5,1,5,1,5,1,1,4,3,5,2,5,3,2,1,4,3,3,1,1,1,4,1,1,1,5,2,4,5,1,1,2,4,2,2,5,5,3,3,4,5,3,3,4,4,3
male,25,5,4,4,5,4,4,5,3,3,4,5,5,5,4,5,3,3,3,3,5,5,5,4,5,5,4,4,5,3,1,1,3,4,5,5,1,1,1,4,3,4,3,3,4,3,1,5,3,3,1,5,3,1,3,2,5,4,5,5,1,1,1,1,2,1,1,1,4,3,2,4,5,3,5,4
female,19,3,2,1,2,3,4,5,3,3,5,4,2,3,3,2,4,1,3,3,5,3,5,2,2,2,4,2,3,2,4,3,3,4,4,3,4,3,3,3,3,4,4,1,2,2,3,2,2,3,5,5,3,1,1,4,4,2,4,4,2,1,1,3,3,2,1,1,2,4,4,1,3,3,2,4
female,25,5,2,2,2,4,5,2,1,1,5,5,3,3,2,5,2,1,5,5,5,5,1,1,5,5,3,1,5,2,4,3,2,2,5,3,3,5,3,4,4,5,5,4,3,3,3,3,3,2,1,4,3,1,5,5,3,3,5,4,5,1,1,2,2,1,2,5,3,2,3,5,5,5,5,4
female,25,3,4,2,4,4,5,4,1,3,4,5,5,4,3,5,3,3,3,5,4,4,2,5,5,3,4,1,5,3,5,3,4,2,3,4,5,3,1,3,2,5,3,2,2,3,5,4,3,5,5,2,4,3,1,4,3,3,3,3,5,2,2,1,4,5,5,5,2,4,2,2,2,4,2,2
female,21,3,2,2,3,3,3,2,1,1,2,2,4,3,2,5,1,2,3,3,4,4,3,3,4,4,4,2,2,2,5,1,2,1,5,1,2,4,3,3,4,5,3,1,2,5,1,4,2,4,4,5,5,3,2,5,2,2,4,2,3,1,3,5,5,2,5,4,1,2,3,4,3,4,2,4
male,20,1,1,2,3,2,2,2,1,2,2,2,3,3,4,3,3,3,1,1,4,3,3,2,5,5,5,4,4,5,3,4,3,2,4,3,5,3,4,4,3,5,3,3,4,2,4,4,2,2,2,3,3,1,2,3,3,3,5,1,2,2,2,2,3,2,3,1,1,2,2,3,1,2,3,4
female,24,3,3,3,3,3,3,3,2,1,3,3,3,3,2,2,1,2,2,2,4,4,3,3,4,3,3,2,4,4,2,1,4,1,2,1,2,2,1,4,2,3,1,1,1,4,3,5,3,1,1,3,4,1,2,4,1,4,5,2,2,3,3,3,3,3,3,3,2,4,5,1,3,3,3,4
female,30,4,3,1,3,2,4,3,1,1,5,3,1,2,2,5,2,1,4,5,4,4,2,3,5,5,3,3,3,3,3,2,3,1,3,2,2,2,1,1,2,2,3,2,3,2,2,3,3,1,1,2,1,2,3,4,2,4,5,3,1,3,4,3,2,3,5,4,2,4,4,2,2,3,1,3
male,21,1,1,3,1,1,1,3,5,3,2,1,1,2,2,1,1,1,5,4,3,1,5,5,2,1,3,4,5,5,2,3,1,1,4,4,1,1,1,1,5,2,1,1,3,1,1,3,1,1,1,1,5,2,1,2,3,1,3,3,3,1,1,1,3,1,1,1,2,1,1,3,1,2,3,5
male,27,3,1,1,2,1,3,4,2,1,1,2,2,3,2,2,1,1,2,4,4,3,1,2,4,3,3,1,4,1,4,2,4,2,5,5,1,4,1,1,2,2,4,2,4,2,2,3,1,4,2,5,3,1,5,3,3,4,5,1,3,4,4,5,5,5,2,4,5,4,2,4,4,4,5,3
male,21,3,1,3,1,2,3,4,5,3,3,2,2,4,5,1,5,1,4,4,3,2,5,5,3,2,3,3,5,4,1,1,4,3,5,5,3,2,1,3,3,5,1,1,5,1,1,4,1,1,1,4,5,1,1,3,5,1,5,3,1,1,1,1,2,1,3,1,1,1,3,4,3,3,4,4
female,16,3,4,2,5,4,3,3,1,1,2,3,4,3,1,2,2,5,2,2,4,4,4,1,3,3,2,2,3,2,3,1,4,3,2,3,1,1,2,2,1,4,1,1,2,3,1,3,1,5,1,2,1,1,2,2,3,4,5,3,1,2,2,1,2,4,4,1,1,1,2,3,5,1,4,4
female,21,3,5,2,2,3,4,1,1,1,4,2,1,2,1,4,1,1,3,3,5,5,2,2,3,3,2,1,3,1,3,2,4,1,5,5,3,1,1,4,1,4,1,1,,3,4,3,2,3,2,4,2,1,5,5,3,4,3,1,5,5,3,2,5,2,4,5,3,4,3,1,2,5,3,4
female,20,3,3,2,2,2,2,3,3,3,5,5,3,4,3,4,5,2,1,3,5,5,3,2,3,2,5,3,4,3,4,3,4,3,5,5,5,2,2,5,4,5,3,5,3,4,4,5,5,1,3,5,4,,4,5,5,3,5,4,1,1,2,2,3,3,5,4,1,5,1,3,1,3,3,3
female,22,2,4,1,5,5,4,4,3,4,2,4,3,3,4,2,1,5,4,5,5,4,4,2,2,3,1,1,3,5,5,3,4,4,3,4,2,4,2,5,3,4,2,3,1,5,5,5,3,5,2,4,2,3,2,3,4,5,5,2,5,2,2,1,4,1,2,2,1,4,1,3,4,4,4,2
male,19,4,1,2,3,1,4,2,1,1,3,3,2,2,2,1,4,3,2,3,4,2,4,4,4,4,4,2,4,5,2,3,5,5,5,4,2,5,5,5,5,3,4,2,1,4,2,3,1,1,1,1,1,1,1,2,5,2,4,1,1,1,1,1,1,2,2,2,2,4,2,3,3,3,5,4
female,20,2,1,3,1,3,2,5,4,1,1,1,1,2,2,3,1,2,2,1,5,2,1,3,3,3,1,1,1,2,4,2,1,1,4,2,1,1,1,4,1,3,2,1,1,1,1,3,1,1,1,2,1,1,1,2,2,5,5,1,1,1,2,3,4,1,1,1,1,2,1,3,5,3,5,5
male,25,5,5,1,5,2,4,5,4,1,1,1,1,1,,1,3,3,4,4,5,2,1,5,5,5,5,1,4,5,1,3,1,1,5,5,2,1,1,1,5,1,1,1,5,1,3,5,1,1,1,,3,2,3,2,4,1,5,3,5,1,1,1,4,1,3,5,1,5,3,1,3,1,4,2
male,23,2,3,3,3,4,3,4,2,2,2,4,2,4,3,3,1,3,2,2,5,3,4,2,5,4,5,3,3,2,4,1,2,2,3,4,1,1,1,3,1,3,2,1,3,2,1,3,1,1,2,2,3,2,2,1,1,3,4,5,4,4,1,1,1,1,1,2,1,2,4,1,2,1,1,2
female,20,4,5,5,5,2,4,5,1,5,3,2,2,5,5,1,5,3,1,1,5,5,5,1,5,5,5,1,2,2,2,1,2,2,4,2,1,5,1,1,4,5,2,1,1,4,5,5,1,5,1,5,3,2,1,3,3,3,5,5,5,1,1,1,2,2,2,2,3,3,2,4,3,4,3,4
female,20,3,3,3,3,3,3,2,1,2,4,2,4,3,3,3,2,3,1,1,4,4,1,3,5,4,4,3,3,5,4,5,2,3,4,2,4,3,2,4,5,5,2,4,2,3,5,5,2,2,3,1,3,2,2,4,2,3,5,1,3,1,2,2,5,3,4,3,2,4,2,4,3,3,4,4
female,21,4,5,1,4,5,5,4,1,1,3,3,4,4,1,5,4,4,1,3,5,5,5,1,5,5,3,1,3,1,1,1,1,1,5,5,1,2,1,5,5,5,1,1,4,1,5,5,3,5,1,5,1,1,1,2,1,3,4,1,1,4,5,4,3,1,5,3,3,5,4,3,3,3,3,3
female,19,4,2,3,3,3,3,3,1,3,3,3,5,3,2,2,2,2,3,3,5,3,2,4,5,5,4,2,3,4,4,4,2,2,4,3,4,3,2,4,3,5,3,4,2,5,3,4,4,1,3,1,3,1,3,4,3,5,5,4,5,1,1,1,2,4,4,5,3,5,2,3,3,4,2,3
female,21,3,4,3,5,5,3,1,1,1,1,1,4,5,3,5,1,5,5,4,5,5,2,3,5,3,5,1,2,3,3,2,1,1,2,2,1,1,1,3,2,4,2,1,1,3,5,5,3,5,1,3,1,1,1,3,4,5,5,1,1,5,3,5,1,3,5,5,4,5,2,3,1,3,1,3
female,16,5,1,5,1,5,4,4,1,3,4,2,3,4,3,2,4,1,2,3,5,5,3,2,2,2,1,5,2,1,2,1,3,3,5,3,3,1,1,3,5,3,2,1,3,5,2,5,5,2,2,1,5,1,5,5,3,1,5,4,3,2,3,5,5,5,3,1,1,1,1,4,3,4,5,5
male,20,4,2,1,3,1,4,5,1,5,4,1,1,5,3,1,1,1,5,5,5,1,5,5,5,5,5,5,5,3,1,1,4,4,5,5,3,1,1,1,1,1,1,1,5,1,1,2,1,5,1,5,5,1,1,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5
female,18,3,2,2,3,4,5,5,1,1,4,2,4,3,1,5,2,2,1,3,4,5,2,3,5,5,2,1,3,5,4,5,1,1,4,2,4,2,1,3,3,5,2,5,5,2,3,4,4,5,1,1,5,1,2,5,2,4,5,1,3,4,3,4,3,5,5,3,2,2,1,3,2,4,3,4
female,21,3,1,1,1,1,3,5,5,1,1,1,1,1,1,1,5,1,1,1,5,3,1,1,1,3,1,1,3,4,4,3,1,1,3,1,1,1,1,5,2,3,1,2,1,1,3,5,1,1,1,1,2,1,1,5,1,3,4,1,5,1,1,1,5,1,1,5,1,3,1,1,4,5,1,1
male,21,4,3,1,2,2,4,4,4,4,2,2,2,4,2,2,3,2,3,3,4,2,3,5,3,3,4,2,5,4,2,2,3,2,3,2,2,2,2,2,4,2,2,2,4,2,3,4,1,1,1,5,4,1,3,2,4,2,5,5,4,2,1,2,2,3,3,2,3,3,3,2,3,2,2,3
male,18,4,3,2,5,3,5,3,2,1,3,2,3,4,4,2,2,2,4,3,4,4,3,2,4,4,4,1,2,4,5,3,3,1,5,4,4,2,1,5,4,5,1,1,1,3,3,2,1,1,5,1,1,1,1,4,5,4,5,1,3,1,2,3,4,4,4,4,1,4,1,4,3,3,4,4
female,19,3,1,1,1,1,5,5,1,2,4,2,1,5,3,3,3,1,5,5,5,4,1,3,5,5,4,1,1,1,5,1,1,1,5,1,2,5,5,5,1,5,5,3,1,1,1,3,3,1,1,5,1,1,5,5,1,4,5,5,1,1,5,5,3,5,5,5,5,5,2,5,5,5,1,3
female,20,5,1,1,4,2,4,3,2,2,3,2,2,2,1,3,4,1,3,3,4,5,2,3,3,4,2,1,1,2,2,1,5,2,4,2,5,3,3,4,3,2,1,2,2,3,3,4,4,4,2,5,2,2,2,3,2,2,5,3,3,3,3,4,1,3,4,1,1,4,1,3,4,4,2,2
male,18,1,2,1,2,2,1,2,4,5,1,5,1,4,4,1,1,2,5,5,3,1,3,4,1,1,3,2,4,4,4,4,5,3,5,5,2,3,1,2,2,2,3,2,2,4,4,4,1,1,1,3,4,1,1,1,4,3,5,4,5,1,1,2,4,4,2,3,5,2,3,5,5,2,3,4
female,18,4,4,2,2,3,5,1,1,1,1,2,1,2,2,4,1,2,1,5,5,4,3,1,3,3,3,1,2,1,2,2,1,2,3,1,4,2,1,5,2,5,1,2,1,2,3,3,1,1,1,1,3,3,3,5,3,5,3,2,5,3,4,3,4,5,5,5,2,4,3,3,1,2,1,1
female,23,5,2,5,5,5,5,5,1,1,3,3,4,5,5,3,3,5,1,2,2,2,2,5,4,1,5,2,4,3,5,2,1,2,3,2,2,4,3,3,1,2,5,4,1,3,5,2,4,2,2,3,1,1,1,1,5,4,4,1,2,1,2,2,2,1,2,1,1,2,1,3,3,1,1,3
female,20,1,1,1,3,1,2,5,3,5,1,3,2,1,1,1,1,3,1,3,5,1,2,3,5,5,5,1,4,5,3,5,1,1,5,3,1,1,1,5,5,3,2,4,1,3,3,3,1,1,1,3,1,1,2,3,2,4,5,3,2,1,5,5,5,3,5,3,1,5,3,1,5,4,5,4
female,18,2,3,2,5,5,5,4,1,1,2,2,5,3,2,3,2,3,1,2,5,5,5,5,5,5,5,2,5,5,3,3,4,4,5,5,4,4,2,5,5,3,3,3,2,5,2,4,5,1,5,5,2,3,4,4,4,5,5,2,5,3,2,2,2,2,3,2,1,2,1,1,1,1,2,3
female,28,4,1,1,1,4,5,1,1,1,4,2,1,1,1,5,5,3,5,5,5,5,5,5,5,5,5,3,5,4,4,2,1,1,5,3,3,1,1,2,2,4,2,2,5,2,1,5,5,2,2,5,5,4,5,5,5,5,5,5,5,1,3,3,3,5,5,5,2,4,4,3,4,4,3,4
female,24,3,2,1,3,3,5,4,3,3,1,3,3,3,3,3,2,3,4,5,4,1,1,1,4,5,4,1,1,2,4,2,1,2,4,4,2,5,4,4,2,5,5,3,3,,4,5,2,1,2,3,1,3,3,4,5,3,5,2,5,4,4,2,4,2,5,3,5,5,1,3,2,2,2,4
female,19,5,3,3,2,2,3,,1,1,5,,4,1,1,2,5,1,1,2,5,5,2,5,5,5,4,3,2,3,,1,1,1,4,4,5,1,1,,2,1,1,1,5,1,1,5,3,1,1,2,1,2,,3,2,1,5,2,5,,2,4,2,5,5,3,1,5,5,3,2,3,1,2
female,21,3,1,1,2,3,4,5,3,5,3,4,3,4,5,1,2,3,4,5,5,5,5,5,5,5,5,1,5,3,4,2,1,1,5,5,3,3,3,5,1,5,1,3,3,5,3,5,5,1,1,1,5,4,5,5,3,5,5,3,5,3,3,3,5,5,5,5,1,5,3,3,3,3,1,1
female,22,1,1,1,1,1,2,5,4,1,1,3,4,4,4,2,1,1,1,4,4,2,3,3,4,4,4,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,3,1,1,1,4,1,1,1,1,1,4,5,1,1,2,2,4,3,5,2,1,1,3,2,1,4,1,1,4
male,19,3,3,1,5,1,2,3,1,2,2,3,5,3,5,3,2,4,2,4,4,3,4,2,5,5,5,1,3,3,4,1,1,1,3,2,2,1,1,5,2,4,2,1,1,5,3,4,1,1,5,1,1,1,1,2,4,5,5,1,1,1,1,1,5,5,3,3,1,3,2,1,4,2,1,4
female,18,5,3,2,4,5,5,3,2,4,3,2,2,2,1,2,3,3,1,3,4,5,3,1,5,5,3,1,3,2,3,3,2,1,5,2,3,2,1,5,3,3,2,3,1,4,2,4,4,5,2,5,3,2,5,5,2,4,4,2,5,3,3,5,3,4,4,5,3,4,3,3,2,2,2,3
female,21,2,1,2,3,2,2,5,4,4,2,1,2,3,,1,1,2,4,5,4,3,2,2,5,4,,2,2,2,4,2,1,1,4,3,3,2,1,5,2,4,2,2,2,3,1,4,1,1,4,,5,1,4,3,3,5,5,4,4,2,3,1,4,2,4,3,4,5,2,5,4,5,5,5
female,19,3,3,3,4,2,4,4,2,2,2,4,3,3,3,4,3,2,1,3,5,4,4,3,4,5,5,2,3,4,3,2,2,2,3,2,1,3,2,5,5,5,3,2,1,2,5,5,4,2,1,1,5,3,1,4,3,3,5,4,4,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2
male,19,4,1,3,2,3,2,2,1,1,3,3,3,2,2,4,5,4,4,4,5,3,3,2,4,5,4,3,5,2,1,2,5,5,5,5,3,3,3,2,3,4,2,1,5,2,2,4,1,1,1,4,1,3,2,2,5,4,5,4,3,3,2,1,4,3,4,4,3,4,4,3,4,3,4,4
male,20,2,2,2,3,1,1,5,4,3,3,3,3,4,5,3,1,1,5,4,4,2,3,3,2,3,4,4,2,5,5,4,2,3,4,5,2,3,1,4,3,5,2,2,1,3,1,4,1,5,1,4,3,1,1,1,5,3,5,1,3,1,1,2,5,2,2,2,3,3,4,1,4,2,2,2
female,19,4,4,4,2,4,5,4,3,4,2,2,2,3,5,3,2,2,3,5,4,3,3,2,2,2,5,1,2,3,2,4,5,2,5,4,5,1,1,3,4,4,1,1,1,2,1,1,1,1,1,2,1,1,3,2,4,2,5,2,1,2,1,3,2,1,4,5,5,5,3,1,3,3,3,5
male,18,4,1,2,2,3,5,3,1,1,4,3,3,2,1,5,4,1,1,3,4,1,4,3,2,3,5,4,5,5,3,2,1,5,4,2,1,5,5,3,4,4,5,3,5,3,1,4,5,1,1,4,5,1,2,4,4,3,5,4,4,2,1,1,2,3,5,2,2,3,2,5,2,5,4,3
female,18,1,1,1,1,2,3,5,5,3,2,1,1,5,3,1,1,1,2,2,4,3,2,2,3,4,2,1,2,2,2,1,1,3,3,2,1,4,4,1,1,4,5,1,1,1,1,3,2,1,1,3,2,2,3,5,2,4,5,2,5,2,4,5,5,5,2,1,2,5,2,3,2,3,1,3
male,19,2,2,2,2,1,4,4,2,2,2,3,2,3,2,4,3,2,3,3,5,4,4,3,4,4,2,2,4,2,2,1,2,3,4,3,2,5,5,2,3,2,5,1,4,2,3,3,5,1,1,2,4,1,2,4,4,2,4,1,2,1,1,2,1,3,3,2,5,3,2,1,2,4,2,3
